batchNum;techKey;tranType;prdLvlNumber;casePackId;vendorNumber;vpcPrdCost;vpcCaseQty;vpcCaseStdPack;vpcCstStart;vpcCstEnd;casePackDesc;dateCreated;downloadDate1;downloadDate2;prdSllUom;currCode;subsAccepted;vpcCaseQtyUom;numberOfInners;invUnitsPerInner;inv_uom;eachesPerInner;gradeCode;vpcCaseGrossWgt;vpcCaseWgt;vpcCaseWgtUom;vpcPrdStatus;vpcCaseWidth;vpcCaseLen;vpcCaseHeight;vpcCaseCube;vpcCaseDimUom;vpcPalletHi;vpcPalletTier;packByNoDays;rcvByNoDays;sellByNoDays;vpcCpDsd;vpcPrimaryFlag;vpcActiveFlag;sllUnitsPerInner;caseCubeUom;associatedPrdUpc;vpcCubeOrdFct;vpcBuyMultiple
2650;1;A;ZOZTLCRV24-F3QJ;ZOZTLCRV24-F3QJ BLANCO   ;1258           ;2.55;17;1;;;;20230524;;;EA    ;;;EA    ;;17;EA    ;;;1;;KG    ;;25;51;40;;CMT   ;;;;;;;;;;;;;
