batchNum;auditNumber;prdLvlNumber;tranType;prdDesc;prdDescName;prdDescLength;descCreate;dateCreated;downloadDate1;downloadDate2;errorCode;mandatory;prdRef
2644;;ZOZTLCRV24-F3QJ;A;ZOZTLCRV24-F3QJ;Style Corona/Cod Prov;;F;20230524;;;;;
