batchNum;prdLvlNumber;prdLvlId;tranType;prdLvlParent;prdNameFull;prdTargetgm;prdStyleInd;prdStatus;prdInhVal;prdPdhName1;prdPddCode1;prdPdhName2;prdPddCode2;prdPdhName3;prdPddCode3;dateCreated;downloadDate1;downloadDate2;prdUomSize;prdSllUom;prdCompUom;prdConvQty;errorCode;prdCrossDock;impDssFlag;vendorNumber;altSllUom1;altSllUom2;varWeightItem;varWeightType;prdSkuType;prdShrinkRate;prdWasteCode;sllUom1Rate;sllUom2Rate;prdSizeUom;mandatoryPlu;mandatoryPrdGtin;mandatoryCpGtin;prcLinkId;unitHeight;unitWidth;unitDepth;fillColor;packageType;manufacturer;packageSize;unitOfMeasure;trayQuantity;trayHeight;trayWidth;trayDepth;caseQuantity;caseHeight;caseWidth;caseDepth;matchingKeyValue;contType;contMult;prdRef
2643;ZOZTLCRV24-F3QJ;1;A;C0586046021    ;101 ZAPATILLA BASICA;;T;0;0;COLOR                         ;;TALLA                         ;;;;20230524;;;;EA    ;;;;;T;1258           ;;;F;;MER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
