batchNum;prdLvlNumber;prdPdhName;prdPddCode;dateCreated;downloadDate1;downloadDate2;errorCode
2643;ZOZTLCRV24-F3QJ;COLOR                         ;BLANCO;20230524;;;
2643;ZOZTLCRV24-F3QJ;TALLA                         ;30    ;20230524;;;
2643;ZOZTLCRV24-F3QJ;TALLA                         ;31    ;20230524;;;
2643;ZOZTLCRV24-F3QJ;TALLA                         ;32    ;20230524;;;
2643;ZOZTLCRV24-F3QJ;TALLA                         ;33    ;20230524;;;
2643;ZOZTLCRV24-F3QJ;TALLA                         ;34    ;20230524;;;
2643;ZOZTLCRV24-F3QJ;TALLA                         ;35    ;20230524;;;
2643;ZOZTLCRV24-F3QJ;TALLA                         ;36    ;20230524;;;
