batchNum;casePackId;prdPdhName1;prdPdhName2;prdPdhName3;prdPddCode1;prdPddCode2;prdPddCode3;variationQty
2643;ZOZTLCRV24-F3QJ BLANCO   ;COLOR                         ;TALLA                         ;;BLANCO;30    ;;2
2643;ZOZTLCRV24-F3QJ BLANCO   ;COLOR                         ;TALLA                         ;;BLANCO;31    ;;2
2643;ZOZTLCRV24-F3QJ BLANCO   ;COLOR                         ;TALLA                         ;;BLANCO;32    ;;3
2643;ZOZTLCRV24-F3QJ BLANCO   ;COLOR                         ;TALLA                         ;;BLANCO;33    ;;3
2643;ZOZTLCRV24-F3QJ BLANCO   ;COLOR                         ;TALLA                         ;;BLANCO;34    ;;3
2643;ZOZTLCRV24-F3QJ BLANCO   ;COLOR                         ;TALLA                         ;;BLANCO;35    ;;2
2643;ZOZTLCRV24-F3QJ BLANCO   ;COLOR                         ;TALLA                         ;;BLANCO;36    ;;2
